Nuclei_Location_Center_X,Nuclei_Location_Center_Y
945,37
125,70
996,105
166,119
27,127
133,192
1032,281
1044,334
210,330
159,331
283,353
29,392
97,404
193,406
478,421
89,438
462,439
618,437
691,453
963,453
946,466
1020,465
282,482
213,488
554,499
630,513
668,515
647,530
43,527
466,535
908,548
463,559
176,553
116,560
1041,562
47,588
380,593
103,601
235,614
292,611
453,611
147,618
576,618
898,618
433,621
93,626
294,636
463,638
440,651
329,662
996,674
1019,681
160,689
926,694
784,692
283,702
579,701
609,703
205,712
117,708
355,736
899,742
1004,743
475,753
237,767
65,764
184,782
538,777
897,795
792,796
311,799
385,800
693,815
1022,817
128,820
934,867
373,871
210,883
189,895
587,899
987,909
496,909
737,914
195,924
234,935
139,975
1019,978
211,978
823,976
653,976
185,987
106,984
1048,989
634,992
813,997
966,1007
842,1017
313,1022
827,1037
661,1053
