Nuclei_Location_Center_X,Nuclei_Location_Center_Y
135,79
141,99
485,124
524,135
578,137
627,141
507,147
668,150
416,155
516,171
404,177
692,185
613,186
470,192
356,209
472,213
692,224
542,221
29,239
328,239
576,247
608,250
719,249
305,259
703,265
596,275
647,277
530,279
177,289
251,283
111,290
708,309
680,311
57,315
224,319
51,354
120,369
183,376
69,389
75,443
162,472
117,483
310,507
186,518
889,525
108,538
868,540
151,543
39,545
191,575
96,578
248,590
122,591
357,611
109,615
322,613
91,619
59,617
157,627
316,637
77,664
171,666
339,674
382,673
374,699
128,713
44,749
124,787
267,828
78,830
40,852
186,853
957,859
309,864
83,881
333,898
178,901
114,900
296,918
80,923
994,931
44,932
131,953
160,963
118,980
1059,1008
128,1008
1015,1018
220,1016
264,1055
