Nuclei_Location_Center_X,Nuclei_Location_Center_Y
181,23
545,59
551,82
236,88
964,114
474,126
637,153
1009,175
420,205
610,270
875,265
411,269
566,277
580,284
31,291
987,293
141,294
576,333
771,353
757,372
46,372
1015,378
887,391
382,397
411,399
363,408
450,406
422,419
820,415
217,421
711,449
796,478
1030,500
343,508
274,513
59,532
861,540
732,584
32,607
145,611
85,619
1041,631
707,644
712,666
790,681
372,716
210,717
263,721
1049,731
169,754
837,766
453,782
738,785
923,795
366,800
944,804
238,814
862,827
120,830
293,838
757,853
1011,867
927,881
518,889
76,896
853,902
971,925
899,929
347,935
881,937
264,940
677,961
293,974
984,1005
912,1009
993,1021
312,1043
841,1047
788,1062
