Nuclei_Location_Center_X,Nuclei_Location_Center_Y
918,19
718,20
408,22
561,46
258,50
21,70
338,76
617,84
25,99
491,114
428,156
402,159
726,178
915,173
496,179
903,192
643,188
551,199
379,205
1055,222
519,225
47,268
1052,274
665,272
159,275
384,297
106,305
470,318
215,315
119,317
596,338
166,342
278,376
345,377
57,399
821,400
621,411
533,421
961,435
517,437
260,443
979,448
384,461
791,464
81,480
406,483
666,495
119,503
890,505
545,503
1053,498
431,505
209,522
691,535
326,544
720,542
702,559
130,566
757,570
14,574
245,600
1047,612
690,620
968,623
989,632
118,638
599,640
993,654
66,658
882,668
729,730
878,760
1010,783
771,821
597,851
1009,870
989,877
462,881
918,883
639,907
585,913
856,931
267,938
915,943
539,955
744,984
59,990
556,996
675,1003
852,1002
20,1034
130,1044
897,1050
14,1052
