Nuclei_Location_Center_X,Nuclei_Location_Center_Y
564,18
370,28
500,29
304,32
388,31
797,44
425,64
190,70
168,75
658,86
849,94
310,110
524,118
105,124
596,132
1005,140
414,146
218,153
883,163
209,170
634,170
278,174
850,174
695,175
833,182
727,187
64,194
503,194
682,193
715,204
132,212
123,230
284,236
259,238
836,238
439,246
533,265
515,270
694,266
609,269
374,271
587,272
895,279
90,299
1010,301
1035,305
664,321
455,334
596,342
795,346
876,357
542,355
195,358
212,359
239,374
950,378
699,384
357,389
615,392
1027,403
96,407
840,427
475,434
572,443
983,454
898,463
411,466
761,473
710,476
397,486
665,497
292,499
42,509
488,508
669,519
853,519
551,528
613,532
527,530
400,536
962,537
378,540
735,566
759,566
218,565
236,583
612,589
946,593
804,623
876,644
995,656
239,660
895,676
258,706
784,712
1012,715
588,761
1010,791
1022,808
590,808
877,820
604,826
757,842
699,856
747,880
558,962
843,998
