Nuclei_Location_Center_X,Nuclei_Location_Center_Y
657,39
753,44
854,45
595,73
734,106
793,153
706,170
237,284
209,285
295,290
271,296
197,321
314,331
882,341
198,349
215,361
255,382
303,383
882,396
284,414
306,433
316,455
938,542
1016,556
983,559
793,568
876,576
809,583
862,585
827,585
86,591
48,603
992,617
831,622
801,641
1018,642
60,645
284,652
882,654
1003,672
25,678
754,688
1046,690
66,695
122,699
274,698
903,700
29,708
918,710
788,716
474,711
432,731
841,739
813,739
966,741
505,743
1019,752
923,773
330,789
426,793
374,800
493,803
1017,814
627,831
685,854
894,856
721,857
578,867
851,870
969,880
648,913
540,926
427,940
506,951
592,953
471,964
439,968
585,992
64,994
498,1001
46,1008
574,1009
522,1032
