Nuclei_Location_Center_X,Nuclei_Location_Center_Y
251,56
832,104
833,120
314,132
253,136
259,214
107,287
421,288
85,295
359,293
360,315
292,309
54,324
32,345
69,370
461,369
17,379
389,389
20,402
63,407
230,418
254,412
441,421
220,443
66,444
86,494
306,503
359,504
87,538
161,548
426,552
118,569
356,571
307,573
884,587
98,616
412,628
57,631
76,675
31,686
160,687
469,751
206,763
291,769
457,770
404,776
263,777
328,790
344,863
64,910
871,925
39,932
794,969
730,979
47,989
761,1005
700,1010
888,1043
522,1054
