Nuclei_Location_Center_X,Nuclei_Location_Center_Y
60,70
858,115
894,115
838,138
793,134
821,139
986,138
1016,149
995,156
783,152
712,156
1049,166
1035,180
259,177
238,188
1002,312
91,315
445,413
263,422
148,445
263,461
212,483
668,500
422,501
355,514
123,521
251,522
340,524
190,538
343,542
626,542
419,559
367,563
123,560
111,571
62,587
111,592
156,591
261,595
823,598
137,602
129,613
347,610
72,616
309,621
742,643
859,653
707,654
766,664
986,675
726,688
804,708
981,716
860,718
1000,723
750,737
697,765
865,850
1045,853
551,899
529,918
673,933
447,949
353,964
581,975
479,981
786,994
293,1000
705,1036
380,1042
567,1051
