Nuclei_Location_Center_X,Nuclei_Location_Center_Y
286,30
357,62
966,84
966,102
466,117
332,126
957,153
935,176
272,202
831,222
170,227
314,230
527,239
231,284
903,297
702,293
546,301
682,305
613,309
792,336
191,335
751,355
561,375
227,380
159,404
684,408
102,417
579,437
359,440
234,479
610,497
859,502
88,527
36,538
882,548
664,568
117,573
340,586
928,590
1049,623
195,626
226,626
180,638
828,638
276,661
544,667
351,676
369,692
1028,689
914,697
636,708
834,715
504,723
59,776
492,778
543,784
303,789
388,785
406,798
372,803
1044,809
794,823
481,835
628,848
312,858
993,857
218,860
241,862
980,873
877,875
169,886
553,891
448,909
283,913
1030,926
65,932
376,930
964,949
284,948
306,960
190,981
493,984
251,999
1058,1008
909,1010
422,1014
335,1011
995,1032
