Nuclei_Location_Center_X,Nuclei_Location_Center_Y
576,36
542,47
562,64
136,76
646,98
166,117
128,115
350,130
643,131
779,136
529,156
599,167
317,194
957,194
393,205
1018,208
832,214
700,215
956,222
948,241
804,243
576,241
523,259
463,267
521,284
722,279
862,282
1017,283
965,289
808,306
144,321
636,320
36,328
735,353
1024,359
982,359
188,385
318,393
756,389
576,405
879,408
151,408
698,411
534,411
911,422
993,426
730,431
549,436
196,444
120,451
535,461
105,461
337,470
354,494
362,514
145,512
35,509
561,513
605,522
521,522
1035,526
352,538
29,541
513,538
996,552
371,564
612,568
665,571
653,604
496,606
972,604
930,606
568,613
613,626
876,636
1031,643
926,679
1024,683
950,688
967,716
368,740
1037,738
953,738
942,750
973,779
387,792
983,812
396,813
1028,816
410,832
987,836
267,931
900,945
295,945
815,952
276,970
883,970
943,968
907,986
928,990
299,1004
920,1007
264,1031
335,1030
293,1047
