Nuclei_Location_Center_X,Nuclei_Location_Center_Y
401,180
476,195
535,212
475,236
584,240
445,260
32,291
386,310
593,317
434,324
526,336
435,348
353,355
438,370
963,384
924,391
155,394
890,408
138,426
75,429
1024,441
976,442
104,446
891,450
171,452
21,453
93,468
974,487
134,493
194,509
85,515
168,541
971,548
108,557
278,562
142,575
191,580
64,589
824,587
84,598
822,602
773,605
1022,605
280,615
200,622
127,648
231,656
78,667
159,666
677,675
1024,682
221,694
139,698
49,701
101,702
843,711
667,716
183,718
463,723
427,728
272,732
680,740
180,746
135,742
76,748
314,763
234,767
383,770
132,784
915,785
1017,801
373,830
201,834
301,836
934,847
947,857
38,857
154,860
1029,861
263,880
1053,884
199,893
322,898
361,900
906,902
247,929
285,929
1054,939
917,938
1015,945
216,947
967,957
190,973
994,1006
312,1028
771,1031
570,1046
691,1046
211,1057
