Nuclei_Location_Center_X,Nuclei_Location_Center_Y
245,19
723,22
182,24
326,26
50,38
620,46
325,49
253,47
356,50
389,58
98,121
185,127
208,140
876,154
890,172
309,185
898,196
918,196
954,212
809,225
96,236
1059,282
150,310
1020,308
1003,337
259,335
176,405
788,420
756,419
981,453
1001,468
329,473
999,493
854,508
246,515
226,527
282,535
1067,549
1050,549
544,555
284,561
1003,565
880,589
95,602
105,636
777,639
834,660
93,669
390,679
692,677
934,676
289,682
556,689
935,694
948,703
282,717
791,734
993,765
762,765
792,778
121,787
779,797
476,802
745,805
546,804
956,816
758,822
526,843
236,861
1022,896
560,901
561,922
194,920
159,928
592,926
179,943
144,952
152,976
177,981
467,991
195,995
222,996
1061,997
207,1008
241,1007
264,1013
865,1032
842,1046
